task,system,mrr_cutoff,queries,mrr,recall@1,hit@1,ndcg@1,recall@5,hit@5,ndcg@5,recall@10,hit@10,ndcg@10,recall@50,hit@50,ndcg@50
image,numpy_exact,1000,523,0.7810606259776887,0.7151051625239006,0.7151051625239006,0.7151051625239006,0.8527724665391969,0.8527724665391969,0.7920470760341359,0.892925430210325,0.892925430210325,0.8052945847673605,0.9541108986615678,0.9541108986615678,0.8197292961857163
image,faiss_flat,1000,523,0.7810606259776887,0.7151051625239006,0.7151051625239006,0.7151051625239006,0.8527724665391969,0.8527724665391969,0.7920470760341359,0.892925430210325,0.892925430210325,0.8052945847673605,0.9541108986615678,0.9541108986615678,0.8197292961857163
