user_id,target_product_id,popularity_hit5,popularity_hit10,popularity_ndcg5,popularity_ndcg10,collaborative_hit5,collaborative_hit10,collaborative_ndcg5,collaborative_ndcg10,content_hit5,content_hit10,content_ndcg5,content_ndcg10,hybrid_hit5,hybrid_hit10,hybrid_ndcg5,hybrid_ndcg10,history_length,target_category
12898,554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,accessories
12910,62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2890648263178879,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3010299956639812,9,beauty
12911,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,home
12913,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,home
12917,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,apparel
12919,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,electronics
12920,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,home
12921,309,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,books
12925,8,0.0,0.0,0.0,0.0,1.0,1.0,0.38685280723454163,0.38685280723454163,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3010299956639812,9,apparel
12944,442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2890648263178879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,grocery
12948,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,electronics
12949,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,pet_supplies
12955,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,electronics
